الإجراء التنفيذي / المشروع,القطاع,المكون,الهدف,البرنامج,البرنامج الفرعي,مؤشر القياس,وحدة القياس,المستهدف الكلي,المتحقق الكلي,تاريخ بداية التنفيذ,تاريخ الإنجاز,الجهة المنفذة,موقف الإجراء,الكلفة الكلية,التمويل المخصص,المبلغ المصروف,العملة,وحدة المبلغ,مصدر التمويل,ملاحظات
تم إقامة دورة الاجتماعيات بواقع (2)دورة ودورة الية التحقيقات الادارية ودورة التربية الفنية ودورة حقوق الانسان ودورة تنشيطية ودورة القيادات الوسطى الثامنة ودورة (الامن السيبراني) ودورة (جداول بيانات الاكسل الثالثة) ودورة اللغة العربية/مكافحة الفساد للموظفين حسب كتاب قسم الاعداد والتدريب 499/8/2 في 2024/5/29,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,50.0,2024,2025,قسم الاعداد والتدريب - تربية الكرخ الاولى,done,0.0,0.0,0.0,IQD,one,لا يحتاج الى تخصيص,
اقامة دروس تدريبية وورش وحلقات نقاشية ودورات مختلفة ومتنوعة,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,0.0,2025,2026,قسم الاشراف الاختصاصي+ قسم الاعداد والتدريب - تربية الكرخ الاولى,done,0.0,0.0,0.0,IQD,one,لا يحتاج الى تخصيص,
إقامة دورات تدريبية بواقع 10 دورة,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,56.0,2024,2025,شعبة التدريب - تربية كركوك,done,0.0,0.0,0.0,IQD,one,,
تدريب 300 معلم ومدرس,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,50.0,2024,2025,قسم الاعداد والتدريب - تربية نينوى,done,24000000.0,,,IQD,one,تشغيلية,
تدريب 865 معلم ومدرس,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,,2025,2025,قسم الاعداد والتدريب,done,24000000.0,,,IQD,one,تشغيلية,
تدريب 300 معلم ومدرس,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب المعلمين الذين يشاركون في الدورات التدريبية ذات الصلة,,1.0,0.0,2026,2026,قسم الاعداد والتدريب,done,,,,IQD,one,,
تدريب 400 معلم ومدرس,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,0.0,2025,2026,قسم الاعداد والتدريب - تربية القادسية,done,24500000.0,,,IQD,one,تشغيلية,
تدريب معلمي مادة الاسلامية من قبل العتبة الحسينية,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على المناهج المحدثة,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,50.0,2024,2025,المديرية العامة لتربية القادسية,done,0.0,0.0,0.0,IQD,one,بلا,
دورات اعداد قادة تدريب في مهارات اللغة العربية للمدرسين في المرحلة الثانوية,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على التدريس المتمحور حول الطفل,,percent,100.0,,2025,2027,المديرية العامة للاعداد والتدريب,done,,,,IQD,one,عدم صرف اي اجور تخص الاستراتيجية / النصف الاول بسبب انعدام السيولة النقدية,
دورات اعداد قادة تدريب في مهارات تحليل المحتوى وبناء الاختبارات في المواد الاجتماعية,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على التدريس المتمحور حول الطفل,,percent,100.0,,2025,2027,المديرية العامة للاعداد والتدريب,done,,,,IQD,one,عدم صرف اي اجور تخص الاستراتيجية / النصف الاول بسبب انعدام السيولة النقدية,كانت سنة بدأ تنفيذ الدورات 2024 ، لم تنفذ لعدم توفر التخصيص المالي تم تعديل الاتسترااتيجية وتغيرت سنة بدأ التنفيذ الى 2025 وتستمر لمدة ثلاث سنوات (2025-2027)
دورات اعداد قادة تدريب في توظيف الاستراتيجيات الحديثة (التعلم النشط) لتدريس مادة الكيمياء للمرحلة الثانوية,ge,الموارد البشرية,زيادة مؤهلات المعلمين من خلال تدريب التوظيف والمعلمين قبل واثناء الخدمة,تدريب المعلمين قبل واثناء الخدمة,تدريب المعلمين على التدريس المتمحور حول الطفل,تدريب الملعمين الذين يشاركون في الدورات التدريبية ذات الصلة,percent,100.0,,2025,2027,المديرية العامة للاعداد والتدريب,done,,,,IQD,one,عدم صرف اي اجور تخص الاستراتيجية / النصف الاول بسبب انعدام السيولة النقدية,تنفذ في الفصل الثاني من النصف الاول لعام 2026
